model,external_key,pair,value,explanation
claude-haiku-4-5,kreps2020_r0054,pair12_choice,Vaccine A,Vaccine A offers better efficacy at 70% versus 50% and has an excellent safety profile with minimal major side effect risk.
claude-haiku-4-5,kreps2020_r0054,pair13_choice,Vaccine A,Vaccine A's 5-year protection duration is significantly better than B's 1-year despite B's slightly better safety profile.
claude-haiku-4-5,kreps2020_r0054,pair14_choice,Vaccine A,"Vaccine A's higher efficacy and better safety profile (1 in 1,000,000 major side effects) make it the superior choice."
claude-haiku-4-5,kreps2020_r0054,pair15_choice,Vaccine A,"Vaccine A's 90% efficacy is much better than B's 50%, despite my ideological concerns about Biden's endorsement."
claude-haiku-4-5,kreps2020_r0054,pair16_choice,Vaccine A,"Vaccine A's 5-year protection and Trump's endorsement appeal to me as a Republican, outweighing B's marginally better efficacy."
claude-haiku-4-5,kreps2020_r0054,pair17_choice,Vaccine B,Vaccine B offers longer protection at 5 years and an excellent safety profile with minimal major side effects.
claude-haiku-4-5,kreps2020_r0054,pair18_choice,Vaccine B,"Vaccine B's 90% efficacy is substantially better than A's 50%, making it the clear choice."
claude-haiku-4-5,kreps2020_r0054,pair19_choice,Vaccine A,"Vaccine A is from the US with Trump's endorsement and similar efficacy/protection to B, making it preferable for my political preferences."
claude-haiku-4-5,kreps2020_r0054,pair20_choice,Vaccine A,"Vaccine A's 90% efficacy and comparable safety profile make it superior to B's 50% efficacy, despite longer protection duration."
claude-haiku-4-5,kreps2020_r0054,pair21_choice,Vaccine A,Vaccine A's 5-year protection and 90% efficacy with Biden's endorsement are strong enough to outweigh ideological concerns about liberal values.
claude-haiku-4-5,kreps2020_r0054,pair22_choice,Vaccine A,"Vaccine A's exceptional safety profile (1 in 1,000,000 major side effects) and US origin with superior efficacy make it the clear choice."
claude-haiku-4-5,kreps2020_r0054,pair23_choice,Vaccine A,Vaccine A's 5-year protection duration is superior to B's 1-year despite both having excellent safety profiles.
claude-haiku-4-5,kreps2020_r0054,pair24_choice,Vaccine B,Vaccine B's 90% efficacy and 5-year protection with strong safety profile outweigh Vaccine A's slightly better major side effect profile.
claude-haiku-4-5,kreps2020_r0055,pair01_choice,Vaccine A,"Vaccine A has superior efficacy and longer protection duration, with Trump's endorsement aligning with my Republican values, while the UK origin and low side effect risk make it preferable to a Chinese vaccine."
claude-haiku-4-5,kreps2020_r0055,pair02_choice,Vaccine A,Vaccine A's higher efficacy of 90% compared to Vaccine B's 70% is the deciding factor when all other characteristics are identical.
claude-haiku-4-5,kreps2020_r0055,pair03_choice,Vaccine A,"I prefer the US-origin vaccine endorsed by someone more aligned with Republican views despite lower efficacy, rather than risk a Chinese vaccine regardless of Trump's endorsement."
claude-haiku-4-5,kreps2020_r0055,pair04_choice,Vaccine A,"Despite Biden's endorsement on both, Vaccine A from the UK seems safer than Vaccine B from China, even though Vaccine B has better efficacy."
claude-haiku-4-5,kreps2020_r0055,pair05_choice,Vaccine B,Vaccine B's extremely low major side effect risk of 1 in 1 million outweighs the slightly lower efficacy when both are from China.
claude-haiku-4-5,kreps2020_r0055,pair06_choice,Vaccine B,Vaccine B's higher efficacy and longer 5-year protection duration make it clearly superior to Vaccine A's shorter protection period.
claude-haiku-4-5,kreps2020_r0055,pair07_choice,Vaccine A,Vaccine A from the UK with emergency authorization by CDC seems preferable to Vaccine B from China despite its lower efficacy.
claude-haiku-4-5,kreps2020_r0055,pair08_choice,Vaccine A,"Vaccine A's superior efficacy, longer protection, and US origin with CDC endorsement make it the clear choice over Vaccine B."
claude-haiku-4-5,kreps2020_r0055,pair09_choice,Vaccine A,"Vaccine A's higher efficacy, longer protection, US origin, and Trump endorsement make it strongly preferable to Vaccine B."
claude-haiku-4-5,kreps2020_r0055,pair10_choice,Vaccine B,Vaccine B's substantially higher 90% efficacy outweighs concerns about Biden's endorsement when both vaccines are from China.
claude-haiku-4-5,kreps2020_r0055,pair11_choice,Vaccine B,"Vaccine B offers better protection duration and Trump's endorsement, which aligns with my political preferences."
claude-haiku-4-5,kreps2020_r0055,pair12_choice,Vaccine A,"Vaccine A has higher efficacy at 70% and extremely low major side effect risk, making it preferable despite Biden's endorsement."
claude-haiku-4-5,kreps2020_r0055,pair13_choice,Vaccine A,Vaccine A's 5-year protection duration provides significantly better long-term immunity despite Biden's endorsement on both options.
claude-haiku-4-5,kreps2020_r0055,pair14_choice,Vaccine A,"Vaccine A's higher efficacy and extremely low major side effect risk make it superior, both being US-origin."
claude-haiku-4-5,kreps2020_r0055,pair15_choice,Vaccine A,Vaccine A's much higher 90% efficacy outweighs the shorter 1-year protection period compared to Vaccine B's 5 years.
claude-haiku-4-5,kreps2020_r0055,pair16_choice,Vaccine B,Vaccine B has higher efficacy at 70% and is fully approved by FDA from the US with CDC endorsement.
claude-haiku-4-5,kreps2020_r0055,pair17_choice,Vaccine B,Vaccine B's longer 5-year protection and extremely low major side effect risk outweigh Vaccine A's marginal efficacy advantage.
claude-haiku-4-5,kreps2020_r0055,pair18_choice,Vaccine B,Vaccine B's significantly higher 90% efficacy is the determining factor despite Biden's endorsement.
claude-haiku-4-5,kreps2020_r0055,pair19_choice,Vaccine A,Vaccine A's US origin and Trump endorsement align with my values and offer comparable protection to Vaccine B.
claude-haiku-4-5,kreps2020_r0055,pair20_choice,Vaccine A,Vaccine A's 90% efficacy and full FDA approval make it preferable despite WHO endorsement on an inferior option.
claude-haiku-4-5,kreps2020_r0055,pair21_choice,Vaccine A,Vaccine A's 5-year protection duration and 90% efficacy are significantly superior to Vaccine B's 1-year protection.
claude-haiku-4-5,kreps2020_r0055,pair22_choice,Vaccine A,"Vaccine A's US origin, higher efficacy, and extremely low major side effect risk make it preferable despite Biden's endorsement."
claude-haiku-4-5,kreps2020_r0055,pair23_choice,Vaccine A,Vaccine A from the UK with full FDA approval offers longer protection and World Health Organization endorsement.
claude-haiku-4-5,kreps2020_r0055,pair24_choice,Vaccine B,Vaccine B's higher 90% efficacy and full FDA approval outweigh Vaccine A's slightly longer protection and lower side effect risk.
claude-haiku-4-5,kreps2020_r0056,pair01_choice,Vaccine A,"Vaccine A has superior efficacy (90% vs 70%), longer protection duration (5 years vs 1 year), and FDA full approval, despite Trump's endorsement being less persuasive to me as a very liberal person."
claude-haiku-4-5,kreps2020_r0056,pair02_choice,Vaccine A,Vaccine A's 90% efficacy clearly outperforms Vaccine B's 70% with identical side effect profiles and both having EUA status.
claude-haiku-4-5,kreps2020_r0056,pair03_choice,Vaccine B,"Although I disagree with Trump, Vaccine B's 90% efficacy and 5-year protection substantially outweigh Biden's endorsement of the weaker 70% option."
claude-haiku-4-5,kreps2020_r0056,pair04_choice,Vaccine B,"Vaccine B has 90% efficacy versus Vaccine A's 50%, and while both have EUA status, the superior protection makes the choice clear despite Biden's endorsement of both."
claude-haiku-4-5,kreps2020_r0056,pair05_choice,Vaccine A,Vaccine A's 90% efficacy with full FDA approval and Biden's endorsement is preferable to Vaccine B's lower efficacy despite its excellent safety profile.
claude-haiku-4-5,kreps2020_r0056,pair06_choice,Vaccine B,"Vaccine B's 90% efficacy and 5-year duration are substantially better than Vaccine A's 70% and 1-year protection, both from China and approved sources."
claude-haiku-4-5,kreps2020_r0056,pair07_choice,Vaccine B,"Vaccine B's 90% efficacy significantly exceeds Vaccine A's 50%, and the WHO endorsement combined with superior protection makes it the clear choice."
claude-haiku-4-5,kreps2020_r0056,pair08_choice,Vaccine A,Vaccine A's 90% efficacy with 5-year duration and US origin with CDC endorsement substantially outperforms Vaccine B's 50% efficacy and shorter duration.
claude-haiku-4-5,kreps2020_r0056,pair09_choice,Vaccine A,"Vaccine A's 90% efficacy, 5-year duration, and US origin outweigh my preference against Trump's endorsement compared to Vaccine B's inferior 50% efficacy."
claude-haiku-4-5,kreps2020_r0056,pair10_choice,Vaccine B,"Vaccine B's 90% efficacy is significantly better than Vaccine A's 50%, making it the clear choice despite both being Chinese origin vaccines."
claude-haiku-4-5,kreps2020_r0056,pair11_choice,Vaccine B,"Vaccine B's 5-year protection duration is preferable to Vaccine A's 1-year duration despite Trump's endorsement, and both have excellent safety profiles."
claude-haiku-4-5,kreps2020_r0056,pair12_choice,Vaccine A,"Vaccine A's 70% efficacy with extraordinary safety (1 in 1,000,000 major side effect risk) is better than Vaccine B's 50% efficacy."
claude-haiku-4-5,kreps2020_r0056,pair13_choice,Vaccine A,Vaccine A's 5-year duration outweighs Vaccine B's only 1-year protection despite Vaccine B's superior major side effect safety profile.
claude-haiku-4-5,kreps2020_r0056,pair14_choice,Vaccine A,"Vaccine A's 90% efficacy with exceptional safety (1 in 1,000,000 major side effect risk) is superior to Vaccine B's 70% efficacy."
claude-haiku-4-5,kreps2020_r0056,pair15_choice,Vaccine A,"Vaccine A's 90% efficacy clearly outperforms Vaccine B's 50% efficacy, and both have similar side effect profiles."
claude-haiku-4-5,kreps2020_r0056,pair16_choice,Vaccine B,Vaccine B's 70% efficacy with full FDA approval is better than Vaccine A's 50% efficacy despite Vaccine A having longer protection.
claude-haiku-4-5,kreps2020_r0056,pair17_choice,Vaccine B,"Vaccine B's 5-year duration and exceptional major side effect safety (1 in 1,000,000) with WHO endorsement outweigh equal efficacy compared to Vaccine A."
claude-haiku-4-5,kreps2020_r0056,pair18_choice,Vaccine B,"Vaccine B's 90% efficacy substantially exceeds Vaccine A's 50%, making it the clear choice despite both being UK-origin vaccines."
claude-haiku-4-5,kreps2020_r0056,pair19_choice,Vaccine A,Vaccine A's US origin with Trump's endorsement combined with comparable efficacy and protection duration to Vaccine B makes it preferable as a very liberal person would prioritize the US vaccine.
claude-haiku-4-5,kreps2020_r0056,pair20_choice,Vaccine A,Vaccine A's 90% efficacy and full FDA approval outweigh Vaccine B's 5-year duration when Vaccine A's protection and safety are superior.
claude-haiku-4-5,kreps2020_r0056,pair21_choice,Vaccine A,Vaccine A's 90% efficacy with 5-year duration and Biden's endorsement clearly outperforms Vaccine B's 70% efficacy and 1-year protection.
claude-haiku-4-5,kreps2020_r0056,pair22_choice,Vaccine A,"Vaccine A's 90% efficacy with exceptional safety (1 in 1,000,000) and full FDA approval plus Biden's endorsement is superior to Vaccine B's 50% efficacy."
claude-haiku-4-5,kreps2020_r0056,pair23_choice,Vaccine A,Vaccine A's 5-year duration with full FDA approval and WHO endorsement is preferable to Vaccine B's 1-year protection despite equal safety profiles.
claude-haiku-4-5,kreps2020_r0056,pair24_choice,Vaccine B,Vaccine B's 90% efficacy with full FDA approval and WHO endorsement outweighs Vaccine A's slightly better major side effect safety when efficacy is substantially superior.
claude-haiku-4-5,kreps2020_r0057,pair01_choice,Vaccine A,"Vaccine A has better efficacy, longer protection, and Trump's endorsement matters to me as someone somewhat conservative."
claude-haiku-4-5,kreps2020_r0057,pair02_choice,Vaccine A,Vaccine A's higher efficacy of 90% versus 70% makes it the better choice when other factors are equal.
claude-haiku-4-5,kreps2020_r0057,pair03_choice,Vaccine B,"Despite Biden's endorsement on Vaccine A, Vaccine B's significantly higher efficacy and longer protection outweigh my political concerns."
claude-haiku-4-5,kreps2020_r0057,pair04_choice,Vaccine B,Vaccine B's much higher efficacy of 90% versus 50% is the deciding factor despite both being China-originated.
claude-haiku-4-5,kreps2020_r0057,pair05_choice,Vaccine B,Vaccine B's extremely low major side effect risk of 1 in a million makes it safer despite slightly lower efficacy.
claude-haiku-4-5,kreps2020_r0057,pair06_choice,Vaccine B,Vaccine B offers significantly better efficacy at 90% and longer 5-year protection despite both being from China.
claude-haiku-4-5,kreps2020_r0057,pair07_choice,Vaccine B,"Vaccine B's 90% efficacy substantially outweighs Vaccine A's 50%, making it the clear choice."
claude-haiku-4-5,kreps2020_r0057,pair08_choice,Vaccine A,Vaccine A from the US with 90% efficacy and 5-year protection is superior to the weaker UK option.
claude-haiku-4-5,kreps2020_r0057,pair09_choice,Vaccine A,"Vaccine A's 90% efficacy, Trump endorsement, and US origin make it preferable to the Biden-endorsed weaker vaccine."
claude-haiku-4-5,kreps2020_r0057,pair10_choice,Vaccine B,"Vaccine B's 90% efficacy is significantly better than Vaccine A's 50%, despite my preference for Trump's endorsement."
claude-haiku-4-5,kreps2020_r0057,pair11_choice,Vaccine B,Vaccine B's 5-year protection duration and Trump endorsement outweigh Vaccine A's slightly lower major side effect risk.
